text,label
"runny nose, nausea",0
"fatigue, fever, shortness of breath, cough",2
loss of appetite,1
headache,1
headache,2
"sore throat, dizziness, chills, fatigue",2
"loss of appetite, nausea, fatigue, headache, runny nose",1
"shortness of breath, loss of appetite, dizziness, cough, fatigue",2
shortness of breath,2
"cough, runny nose, shortness of breath, nausea, muscle pain",2
runny nose,1
muscle pain,1
"runny nose, sore throat, dizziness, shortness of breath, cough",2
"stomach ache, cough",0
"fatigue, nausea, headache",2
stomach ache,2
"cough, fatigue, fever, stomach ache, muscle pain",2
"loss of appetite, nausea, dizziness, shortness of breath",2
"cough, sore throat, loss of appetite, fatigue, runny nose",1
"fever, chills, loss of appetite, stomach ache",2
headache,0
"runny nose, nausea, cough",1
"cough, stomach ache, shortness of breath, sore throat, loss of appetite",1
"chills, runny nose",2
"chills, muscle pain, dizziness",0
"chills, nausea, shortness of breath",0
"nausea, chills, shortness of breath",2
shortness of breath,1
"fever, dizziness, loss of appetite",0
cough,1
"stomach ache, fatigue, muscle pain, chills",2
"fatigue, stomach ache, loss of appetite, nausea",2
"headache, cough, fever",2
"fatigue, sore throat",2
"headache, fatigue, nausea, loss of appetite",0
"stomach ache, runny nose, headache",0
"loss of appetite, headache",1
"fatigue, muscle pain, nausea",0
"runny nose, cough",2
"loss of appetite, cough, chills, dizziness, muscle pain",2
"cough, fatigue, stomach ache, runny nose, nausea",0
"cough, sore throat",1
nausea,2
"fatigue, runny nose, headache",2
"loss of appetite, muscle pain, nausea",0
"fever, loss of appetite, nausea",0
"shortness of breath, runny nose, loss of appetite",0
"sore throat, headache, fever, muscle pain, loss of appetite",0
stomach ache,1
"stomach ache, headache, runny nose, dizziness",2
"shortness of breath, stomach ache, runny nose",1
"shortness of breath, headache, chills, loss of appetite, stomach ache",0
"cough, fatigue, chills, nausea",1
"chills, shortness of breath, runny nose, stomach ache",0
"cough, loss of appetite",1
headache,2
"nausea, chills, runny nose, shortness of breath",2
"nausea, runny nose, sore throat",0
"fever, shortness of breath",0
runny nose,0
"headache, loss of appetite",1
"loss of appetite, muscle pain, nausea",1
"loss of appetite, sore throat, chills",0
dizziness,1
"stomach ache, sore throat, runny nose, loss of appetite",1
"fever, loss of appetite, shortness of breath",2
"loss of appetite, stomach ache, fatigue, runny nose",0
"runny nose, fatigue, loss of appetite",1
"loss of appetite, headache, nausea, fatigue, cough",2
"sore throat, stomach ache, nausea, fever",2
shortness of breath,1
"fever, muscle pain",2
"headache, dizziness, fever",1
fever,2
"chills, nausea, shortness of breath, fatigue, stomach ache",1
"fatigue, cough, muscle pain",2
runny nose,2
"shortness of breath, cough, sore throat, stomach ache, headache",1
"chills, fever, stomach ache, runny nose, cough",0
"muscle pain, stomach ache, sore throat, shortness of breath, fatigue",0
"runny nose, stomach ache",0
"runny nose, shortness of breath, headache",1
"chills, runny nose, muscle pain, headache",1
"chills, headache, loss of appetite, fatigue",0
nausea,2
"fatigue, stomach ache, chills, nausea, cough",1
"headache, runny nose, shortness of breath, muscle pain, stomach ache",0
"chills, sore throat, nausea, fatigue, fever",2
"loss of appetite, muscle pain, nausea, fatigue",2
"muscle pain, fatigue",0
"headache, fatigue, dizziness, muscle pain, fever",0
"headache, shortness of breath, cough, fever",1
runny nose,1
"sore throat, headache",2
headache,2
"headache, dizziness, shortness of breath, fever",1
stomach ache,1
"runny nose, sore throat",1
"headache, sore throat",2
"dizziness, loss of appetite",0
"loss of appetite, sore throat, muscle pain, cough, fever",0
"runny nose, shortness of breath, chills",1
"stomach ache, nausea, fever, shortness of breath",2
"headache, fatigue, cough, shortness of breath",0
"muscle pain, fever, headache",1
"fever, shortness of breath, chills, dizziness",2
"headache, shortness of breath, loss of appetite, nausea, chills",0
"chills, sore throat, stomach ache, dizziness",1
"nausea, shortness of breath, dizziness, cough, loss of appetite",0
cough,0
"shortness of breath, muscle pain, cough",0
shortness of breath,1
"muscle pain, chills, nausea, fatigue, dizziness",2
cough,2
"dizziness, cough, chills, headache",1
"sore throat, nausea, headache",1
"headache, chills, loss of appetite, runny nose",0
muscle pain,0
"fatigue, runny nose",2
"cough, runny nose",0
"dizziness, chills, headache, sore throat, fever",2
"stomach ache, loss of appetite, fever",2
"sore throat, nausea, loss of appetite, fatigue",0
"cough, fever",1
"muscle pain, fever, headache",2
"loss of appetite, headache",2
"dizziness, shortness of breath, fever",1
fatigue,0
"fatigue, muscle pain, headache",1
headache,0
chills,2
"fever, sore throat",2
"cough, chills, nausea, fever",1
"fever, shortness of breath",1
"sore throat, fatigue, dizziness, nausea",0
"muscle pain, cough, loss of appetite, fatigue, shortness of breath",2
"fever, muscle pain, loss of appetite",2
"nausea, dizziness, stomach ache, cough",1
"nausea, headache, fatigue, runny nose, fever",1
loss of appetite,1
"loss of appetite, shortness of breath",1
"runny nose, muscle pain, shortness of breath, cough",0
"chills, muscle pain, headache",2
"chills, stomach ache, cough, fever, muscle pain",1
"runny nose, chills",2
"stomach ache, muscle pain, fatigue, sore throat",1
"headache, fatigue, stomach ache, runny nose, fever",2
"chills, headache, loss of appetite",2
"fever, shortness of breath, stomach ache, cough",2
"shortness of breath, cough, fatigue, muscle pain, loss of appetite",1
"fever, loss of appetite",0
"fatigue, stomach ache, loss of appetite, nausea, cough",2
runny nose,1
"runny nose, shortness of breath, sore throat",1
"fatigue, loss of appetite, chills, runny nose",2
"cough, stomach ache, loss of appetite, headache",1
"fever, loss of appetite, cough, fatigue, headache",1
"dizziness, stomach ache, sore throat, cough",2
"nausea, shortness of breath, headache, muscle pain, loss of appetite",1
"sore throat, chills, nausea, fever, loss of appetite",1
"dizziness, runny nose",1
"runny nose, stomach ache",0
"headache, nausea, fatigue",2
"headache, shortness of breath, chills, runny nose",2
"fever, shortness of breath",2
nausea,0
"loss of appetite, shortness of breath, stomach ache, headache, fever",1
"headache, stomach ache, dizziness, nausea, shortness of breath",2
nausea,2
nausea,0
"loss of appetite, nausea, dizziness",0
"cough, loss of appetite",2
"loss of appetite, stomach ache, headache, nausea",2
"cough, stomach ache",1
"stomach ache, runny nose, sore throat, fatigue",0
"loss of appetite, fatigue",2
"shortness of breath, stomach ache",1
"nausea, muscle pain, fatigue",1
"headache, muscle pain, shortness of breath, stomach ache, runny nose",1
"sore throat, headache, fever",1
"muscle pain, stomach ache, loss of appetite, fatigue",2
"loss of appetite, nausea, fever, chills",2
sore throat,0
"sore throat, shortness of breath, fatigue",2
"fever, loss of appetite, nausea, muscle pain",1
shortness of breath,1
"sore throat, loss of appetite, nausea",2
"muscle pain, fever",1
"sore throat, fatigue",0
"cough, dizziness, loss of appetite, shortness of breath, runny nose",0
"nausea, loss of appetite, dizziness",2
"fatigue, headache, cough",2
"chills, runny nose",0
fever,2
headache,2
"chills, fatigue, nausea, headache",0
"stomach ache, muscle pain, fever, cough",0
"cough, runny nose",0
"shortness of breath, chills",2
"nausea, sore throat, chills",2
loss of appetite,2
"loss of appetite, fatigue",1
"fever, sore throat, stomach ache, cough, headache",2
"cough, loss of appetite, fatigue, muscle pain",2
"dizziness, headache, sore throat",0
"cough, nausea, muscle pain, sore throat",1
"headache, chills, runny nose, fatigue",2
"fatigue, chills, sore throat",1
runny nose,1
"fatigue, shortness of breath",1
chills,2
"loss of appetite, dizziness, shortness of breath",1
"shortness of breath, fever, sore throat, headache, runny nose",2
"nausea, fatigue, cough",0
"nausea, fever, chills, cough",2
"sore throat, stomach ache, cough, muscle pain, shortness of breath",0
"loss of appetite, shortness of breath, headache, dizziness",1
muscle pain,0
"headache, stomach ache",0
"nausea, muscle pain",0
"fever, nausea",1
dizziness,2
"muscle pain, sore throat, loss of appetite, dizziness, headache",0
"fatigue, runny nose",0
"sore throat, nausea, shortness of breath, fever",0
"dizziness, fever, fatigue",2
"stomach ache, chills, shortness of breath, runny nose",0
"chills, sore throat",0
"cough, loss of appetite",2
cough,0
"fatigue, stomach ache, runny nose",0
"runny nose, cough, dizziness",0
fever,0
sore throat,2
"loss of appetite, nausea, fatigue",1
"nausea, headache, runny nose",1
"stomach ache, headache, nausea, runny nose",1
"loss of appetite, dizziness, fatigue, sore throat, shortness of breath",1
"dizziness, nausea, muscle pain, shortness of breath, cough",2
"loss of appetite, sore throat, dizziness, fatigue",2
nausea,0
"loss of appetite, headache, stomach ache, fatigue",2
"fever, headache, muscle pain, cough",1
"shortness of breath, sore throat",1
"stomach ache, nausea",0
"nausea, headache, fever, loss of appetite, muscle pain",0
"fatigue, sore throat, dizziness, fever, shortness of breath",1
"cough, loss of appetite, sore throat, fatigue",0
"fever, sore throat, loss of appetite",1
"muscle pain, shortness of breath, chills, loss of appetite, stomach ache",0
"headache, muscle pain, cough",0
headache,1
"loss of appetite, fatigue, cough, runny nose",1
stomach ache,1
runny nose,0
nausea,2
"shortness of breath, loss of appetite, cough, nausea, muscle pain",2
"runny nose, cough",1
stomach ache,1
dizziness,2
"dizziness, muscle pain, headache, shortness of breath, fatigue",2
"runny nose, fever, fatigue, shortness of breath, headache",2
"stomach ache, headache",1
"muscle pain, shortness of breath, chills, stomach ache",2
"stomach ache, headache, sore throat, chills",1
"dizziness, cough, stomach ache",1
"muscle pain, shortness of breath",1
"muscle pain, chills, cough, nausea",0
"muscle pain, nausea, loss of appetite",1
cough,2
"muscle pain, sore throat",0
"runny nose, loss of appetite",2
muscle pain,1
sore throat,1
"loss of appetite, fatigue",0
"dizziness, stomach ache, fatigue, chills, fever",0
"fever, cough",1
"sore throat, loss of appetite, fever",1
sore throat,2
"headache, fever, dizziness, stomach ache, runny nose",0
nausea,0
"fever, runny nose",2
"headache, sore throat, stomach ache, fever, fatigue",2
"loss of appetite, fever",0
"fever, stomach ache, headache, shortness of breath, cough",1
"dizziness, runny nose, loss of appetite, muscle pain, nausea",2
"sore throat, headache, loss of appetite, runny nose, cough",2
"runny nose, nausea, loss of appetite, dizziness",0
"shortness of breath, cough, headache, fever",0
"fatigue, dizziness",2
"muscle pain, stomach ache, dizziness, sore throat",1
"stomach ache, sore throat, dizziness, loss of appetite",2
fatigue,2
"sore throat, runny nose, shortness of breath, stomach ache",2
"cough, fever, dizziness",1
"dizziness, cough",0
"fatigue, loss of appetite, fever",2
"chills, sore throat, headache",2
"fever, stomach ache, dizziness, headache",0
"fatigue, chills, dizziness, sore throat",1
"stomach ache, runny nose, cough, sore throat, chills",1
"runny nose, sore throat",2
fatigue,0
"shortness of breath, chills, dizziness, headache, stomach ache",1
"chills, fatigue, loss of appetite",0
"sore throat, chills",1
"chills, fever, nausea, loss of appetite",0
"cough, runny nose, nausea",0
"cough, chills",2
"shortness of breath, dizziness, muscle pain, loss of appetite, sore throat",2
"stomach ache, dizziness, fever",1
"muscle pain, headache, sore throat, fever, loss of appetite",1
"loss of appetite, chills, sore throat, fever",1
"fever, loss of appetite",1
fatigue,1
"chills, cough, runny nose",0
"loss of appetite, headache, sore throat, runny nose, stomach ache",2
sore throat,0
"dizziness, loss of appetite, fever, runny nose",0
"dizziness, loss of appetite",0
"chills, stomach ache",1
fatigue,0
"stomach ache, runny nose, nausea, headache",0
"stomach ache, shortness of breath",2
"stomach ache, fatigue, shortness of breath, dizziness, cough",1
"headache, sore throat, chills",2
"fatigue, cough",1
"fever, nausea",2
"fever, headache",0
chills,2
"cough, sore throat, nausea, fatigue",1
"chills, shortness of breath, dizziness",0
shortness of breath,1
fatigue,1
shortness of breath,0
"cough, muscle pain",0
"stomach ache, muscle pain",1
"muscle pain, stomach ache",0
dizziness,2
"chills, fever, headache, cough, shortness of breath",2
headache,0
shortness of breath,1
"fatigue, cough, runny nose",2
"sore throat, nausea",0
"muscle pain, dizziness",2
"runny nose, sore throat, cough",2
"sore throat, shortness of breath, muscle pain, stomach ache, loss of appetite",1
stomach ache,1
"chills, muscle pain, cough, loss of appetite, dizziness",1
"headache, dizziness",2
"loss of appetite, headache, dizziness, chills, sore throat",0
"muscle pain, dizziness",2
"stomach ache, dizziness, chills, loss of appetite",1
"nausea, stomach ache, muscle pain, sore throat",2
"chills, fatigue, runny nose, cough",0
"chills, fatigue, stomach ache, fever, loss of appetite",0
runny nose,2
"headache, loss of appetite, sore throat, nausea",1
nausea,0
"runny nose, stomach ache, chills, dizziness",2
chills,2
"headache, dizziness, sore throat",1
"fever, runny nose, headache, shortness of breath, cough",0
"stomach ache, fever",1
cough,1
sore throat,1
"sore throat, nausea, stomach ache, shortness of breath",1
"sore throat, muscle pain, chills, stomach ache, shortness of breath",2
stomach ache,0
muscle pain,2
"fatigue, muscle pain",1
runny nose,0
"nausea, loss of appetite",1
"sore throat, muscle pain, runny nose, headache, cough",0
"runny nose, nausea",0
"runny nose, muscle pain, nausea, chills",0
headache,2
"headache, shortness of breath, sore throat, stomach ache",2
"fever, loss of appetite, muscle pain, stomach ache",1
"sore throat, cough, fever, chills",0
headache,0
shortness of breath,2
shortness of breath,0
"dizziness, sore throat, chills",0
"fever, shortness of breath, nausea",0
"runny nose, loss of appetite",0
dizziness,2
"fever, headache, fatigue",0
chills,2
"runny nose, dizziness, nausea, sore throat",1
"stomach ache, fatigue, sore throat, dizziness",0
"muscle pain, stomach ache, fever",2
"fatigue, sore throat, chills, dizziness",0
"chills, fever, stomach ache",1
"stomach ache, cough, nausea",0
"fatigue, stomach ache, headache, fever",2
fatigue,2
"stomach ache, muscle pain, fatigue, sore throat",1
"muscle pain, chills, runny nose",1
"chills, muscle pain, nausea, headache",1
"chills, shortness of breath, runny nose",1
"stomach ache, sore throat",1
"fatigue, runny nose, fever, stomach ache, nausea",2
"fever, dizziness, cough, sore throat, nausea",0
nausea,1
"runny nose, shortness of breath",1
nausea,0
loss of appetite,0
"shortness of breath, sore throat, dizziness, cough",0
"chills, dizziness, fatigue, sore throat, shortness of breath",2
"headache, chills",2
stomach ache,0
"loss of appetite, chills, headache",0
"headache, fatigue, runny nose, muscle pain",0
"sore throat, nausea",2
"shortness of breath, runny nose, nausea",0
"headache, sore throat, cough, loss of appetite, muscle pain",0
"sore throat, cough, loss of appetite, headache, muscle pain",2
nausea,0
"stomach ache, fever",0
headache,0
"nausea, runny nose, muscle pain",2
stomach ache,0
"headache, stomach ache, loss of appetite",2
"sore throat, stomach ache, chills, muscle pain",0
"dizziness, chills, loss of appetite",1
"headache, fever, loss of appetite, nausea, fatigue",1
"cough, loss of appetite, headache",1
muscle pain,1
"chills, sore throat, cough",0
runny nose,2
"cough, stomach ache, headache",1
"shortness of breath, muscle pain, nausea, dizziness, fatigue",2
"fatigue, cough, nausea, chills",2
"fever, shortness of breath, nausea",0
"dizziness, loss of appetite",1
"cough, stomach ache, dizziness, muscle pain",1
"runny nose, headache, stomach ache, muscle pain, fever",0
"nausea, sore throat, cough",2
"fever, muscle pain, loss of appetite",0
"loss of appetite, stomach ache, runny nose, chills",0
runny nose,2
"nausea, runny nose",2
"loss of appetite, runny nose",2
"muscle pain, fever",0
"runny nose, fever, headache",2
"runny nose, headache, shortness of breath",0
"headache, runny nose, dizziness, stomach ache",2
"headache, cough, loss of appetite",0
"dizziness, cough, loss of appetite, stomach ache",1
"stomach ache, fatigue, dizziness",2
"cough, headache, shortness of breath, chills, loss of appetite",2
"chills, sore throat",0
nausea,1
"loss of appetite, headache",2
"headache, dizziness",1
shortness of breath,1
"dizziness, loss of appetite, chills, sore throat, nausea",2
"chills, nausea, headache, fatigue, loss of appetite",0
nausea,0
"stomach ache, nausea",0
"fatigue, headache",0
"fatigue, fever, loss of appetite, dizziness",0
"dizziness, loss of appetite, sore throat",2
loss of appetite,1
"fatigue, muscle pain, stomach ache",1
"dizziness, fever, loss of appetite, shortness of breath",0
"headache, fever, runny nose, dizziness, loss of appetite",0
"stomach ache, shortness of breath, dizziness",0
"sore throat, cough, fever, dizziness",2
"loss of appetite, sore throat, headache, fever",1
"dizziness, cough, fever",2
dizziness,0
"chills, sore throat, cough, stomach ache, fever",0
"runny nose, muscle pain, sore throat, stomach ache",2
"nausea, muscle pain, runny nose, stomach ache, fatigue",2
"loss of appetite, fever, fatigue",0
chills,2
"fever, nausea, loss of appetite, shortness of breath, dizziness",1
cough,1
shortness of breath,1
"chills, fever, fatigue",1
"loss of appetite, runny nose, muscle pain",2
"cough, runny nose, stomach ache",1
"cough, stomach ache",0
"dizziness, fatigue, loss of appetite, chills",1
"shortness of breath, cough",1
"loss of appetite, stomach ache, muscle pain, nausea, fatigue",0
"sore throat, fatigue, runny nose, nausea",2
"cough, fatigue",1
"loss of appetite, fatigue, dizziness, nausea",0
shortness of breath,2
"nausea, loss of appetite, dizziness",0
cough,0
"cough, fever, chills, runny nose",0
"stomach ache, fever",0
"shortness of breath, stomach ache",1
"nausea, stomach ache, headache, fatigue",2
"fatigue, stomach ache, dizziness, cough, headache",1
"fatigue, chills",1
muscle pain,2
"stomach ache, nausea, muscle pain",2
"muscle pain, fatigue",2
"stomach ache, chills, nausea, loss of appetite, shortness of breath",0
cough,2
"dizziness, stomach ache",0
"fever, chills, nausea",2
"sore throat, runny nose",1
shortness of breath,0
"muscle pain, shortness of breath, fever",0
nausea,2
"fatigue, fever, runny nose",1
cough,2
muscle pain,1
"runny nose, fever, headache, sore throat, chills",0
"loss of appetite, nausea, chills, dizziness, stomach ache",2
chills,0
"nausea, sore throat, muscle pain, shortness of breath, headache",2
"muscle pain, fever, nausea, shortness of breath, fatigue",1
"nausea, muscle pain, loss of appetite, fever",2
"dizziness, headache",2
dizziness,1
runny nose,2
"shortness of breath, chills, runny nose, cough, muscle pain",2
"fever, runny nose, muscle pain",2
"shortness of breath, fatigue, loss of appetite",2
"runny nose, headache, fatigue, nausea, shortness of breath",1
"runny nose, stomach ache",2
sore throat,2
"runny nose, muscle pain, nausea, headache, loss of appetite",2
"nausea, dizziness, fever, headache",0
"loss of appetite, dizziness",2
"muscle pain, headache",0
"dizziness, shortness of breath, stomach ache",0
loss of appetite,2
"nausea, dizziness, stomach ache, fever, headache",0
"fatigue, sore throat, dizziness, loss of appetite",0
"headache, dizziness",0
"dizziness, fatigue, chills, headache, cough",0
"shortness of breath, headache, sore throat, chills, runny nose",0
"chills, loss of appetite, dizziness, fever",1
cough,2
"sore throat, runny nose, cough, stomach ache, chills",2
"fever, stomach ache",2
"chills, stomach ache, runny nose, shortness of breath",1
"runny nose, shortness of breath, fever, cough",1
"loss of appetite, nausea, muscle pain",1
"fatigue, shortness of breath, sore throat, nausea",2
"loss of appetite, dizziness, stomach ache",2
"headache, sore throat, chills, runny nose",2
"fatigue, runny nose, headache",0
"fever, cough, chills",2
"headache, fever, cough, runny nose, loss of appetite",2
"dizziness, fever, headache, stomach ache, loss of appetite",0
"sore throat, cough, nausea, loss of appetite, fever",1
"headache, loss of appetite, runny nose, muscle pain",1
"headache, chills",0
"cough, headache, shortness of breath",1
"dizziness, fatigue, loss of appetite",1
"stomach ache, sore throat",0
fatigue,0
"stomach ache, runny nose, fatigue, chills, sore throat",0
"chills, cough",2
"chills, stomach ache, sore throat",0
"chills, runny nose",2
"headache, shortness of breath",0
"loss of appetite, muscle pain, runny nose",2
"cough, fever",2
"sore throat, cough, nausea, fever",2
stomach ache,1
"loss of appetite, chills, muscle pain",2
shortness of breath,1
shortness of breath,1
"chills, fatigue, runny nose, sore throat, shortness of breath",2
runny nose,0
dizziness,0
"nausea, shortness of breath, cough",2
"chills, nausea, headache",0
chills,1
"cough, headache, nausea, chills, fever",1
"cough, headache, muscle pain, stomach ache, runny nose",1
loss of appetite,0
"stomach ache, runny nose, sore throat, shortness of breath",1
"muscle pain, fever",0
"shortness of breath, loss of appetite, fever",0
"loss of appetite, dizziness, chills, sore throat, stomach ache",1
"fatigue, sore throat, runny nose",1
"shortness of breath, dizziness, headache",0
"cough, dizziness, runny nose, sore throat, shortness of breath",0
"fatigue, fever, shortness of breath",2
"stomach ache, shortness of breath, fatigue, fever, sore throat",0
dizziness,2
"cough, loss of appetite",0
"nausea, headache, shortness of breath, runny nose, stomach ache",1
"chills, stomach ache, loss of appetite, sore throat",0
"fatigue, runny nose, headache, cough, shortness of breath",0
"stomach ache, sore throat, fatigue, dizziness",1
"muscle pain, sore throat",2
fatigue,0
stomach ache,1
headache,1
"runny nose, nausea",0
runny nose,2
"muscle pain, shortness of breath",1
headache,0
fever,1
"headache, runny nose, stomach ache, loss of appetite, sore throat",0
"nausea, loss of appetite, fever",2
"muscle pain, nausea",0
"runny nose, loss of appetite, stomach ache",0
"fatigue, stomach ache, cough, runny nose",1
"cough, loss of appetite, muscle pain",2
chills,0
"nausea, sore throat",0
"nausea, loss of appetite, fever",0
"dizziness, sore throat, stomach ache, cough",2
"nausea, shortness of breath, fatigue",1
"runny nose, chills",2
"dizziness, fever, stomach ache, nausea, chills",0
"chills, runny nose",0
"headache, cough, runny nose, fatigue, dizziness",1
"nausea, shortness of breath, sore throat, runny nose",1
"nausea, muscle pain, cough, chills",2
"nausea, fatigue, muscle pain, sore throat",1
"shortness of breath, loss of appetite, nausea, cough, stomach ache",0
fever,2
"loss of appetite, stomach ache",2
"fatigue, nausea",0
chills,0
loss of appetite,2
cough,2
"runny nose, fever, nausea",1
"sore throat, fever, headache, stomach ache, muscle pain",0
"shortness of breath, fatigue, fever, headache, dizziness",1
"chills, stomach ache, headache, dizziness",1
dizziness,0
"runny nose, loss of appetite, fever, cough",2
"headache, dizziness",1
"sore throat, dizziness, fever, chills",0
"cough, fever, fatigue",2
"loss of appetite, muscle pain, nausea",0
"fatigue, stomach ache, sore throat",1
"loss of appetite, runny nose, nausea, muscle pain, sore throat",0
"cough, loss of appetite, sore throat, muscle pain",2
"cough, stomach ache, dizziness",1
"nausea, stomach ache, chills",2
"fatigue, dizziness, stomach ache, runny nose",1
"fever, headache, cough, loss of appetite, stomach ache",1
"dizziness, loss of appetite, sore throat, fatigue, nausea",2
"loss of appetite, cough",0
"stomach ache, sore throat",1
shortness of breath,1
headache,2
"nausea, cough, sore throat, runny nose, fever",1
runny nose,0
"stomach ache, loss of appetite",1
"headache, nausea, stomach ache",0
"cough, stomach ache, loss of appetite",2
nausea,0
"fatigue, chills, loss of appetite, muscle pain, fever",2
"muscle pain, shortness of breath, stomach ache, loss of appetite, fever",0
"chills, sore throat, fever, nausea",2
"muscle pain, shortness of breath",0
"nausea, chills, sore throat",0
"stomach ache, chills, sore throat, dizziness",1
"runny nose, fatigue",0
"runny nose, headache, fatigue, dizziness",2
headache,0
"fever, sore throat, chills, loss of appetite",1
"fever, stomach ache, dizziness, runny nose",2
"dizziness, runny nose, fatigue, muscle pain",1
fatigue,2
"runny nose, fever",0
runny nose,0
fever,0
"chills, cough",2
"chills, headache, dizziness",1
"headache, runny nose, dizziness, loss of appetite",1
dizziness,2
"cough, sore throat, fever, runny nose, muscle pain",1
"fever, muscle pain, sore throat, runny nose, dizziness",2
"headache, muscle pain, cough",1
"nausea, runny nose, headache",1
"fatigue, headache",1
"muscle pain, fatigue",0
"stomach ache, loss of appetite, runny nose",2
"muscle pain, headache, fatigue, shortness of breath",0
"headache, sore throat, chills",1
"headache, cough, chills, shortness of breath, fever",1
"loss of appetite, nausea, stomach ache",2
stomach ache,2
runny nose,0
"dizziness, stomach ache",2
"headache, muscle pain, sore throat, loss of appetite",2
"muscle pain, stomach ache, runny nose, sore throat, headache",0
"stomach ache, runny nose",1
"shortness of breath, muscle pain, chills, loss of appetite",1
sore throat,2
dizziness,1
"stomach ache, nausea, cough",1
"nausea, headache",1
"fatigue, cough, headache, nausea",0
"runny nose, fever, fatigue",1
loss of appetite,0
"muscle pain, headache, chills",1
"fever, cough, sore throat",0
"fever, nausea, sore throat, shortness of breath",1
"loss of appetite, dizziness, fatigue, stomach ache, nausea",0
"dizziness, fatigue, runny nose",0
"sore throat, chills, stomach ache",2
"shortness of breath, muscle pain, chills",1
"chills, stomach ache, nausea, fatigue",0
fatigue,1
"stomach ache, nausea, chills, shortness of breath",0
dizziness,0
"shortness of breath, muscle pain, fatigue, stomach ache",0
"headache, shortness of breath",2
"nausea, headache, shortness of breath",0
"cough, dizziness",1
"sore throat, fever, cough, chills, fatigue",1
"chills, headache, muscle pain, dizziness, fatigue",0
dizziness,1
"chills, dizziness, cough, muscle pain",1
"chills, runny nose, stomach ache",1
"muscle pain, stomach ache",2
"headache, chills, runny nose, fatigue, dizziness",2
"sore throat, fever",2
"headache, nausea, fever, fatigue",1
"sore throat, shortness of breath, chills",0
dizziness,1
"chills, dizziness, loss of appetite",2
"cough, loss of appetite, dizziness, headache, fatigue",0
"muscle pain, shortness of breath, fatigue, chills",0
"sore throat, nausea, fever",2
"fever, shortness of breath, chills, headache",1
"nausea, muscle pain, runny nose, dizziness, shortness of breath",0
"chills, fatigue",1
"chills, shortness of breath, nausea, headache",1
fatigue,0
dizziness,2
"runny nose, cough, loss of appetite",0
"chills, sore throat, dizziness, cough",2
"runny nose, stomach ache, dizziness, fever, nausea",2
loss of appetite,2
"loss of appetite, fatigue, cough, nausea, dizziness",1
"stomach ache, loss of appetite, muscle pain",2
nausea,2
"fatigue, headache, sore throat, dizziness, cough",0
muscle pain,0
"headache, stomach ache, cough, chills, fatigue",1
"nausea, cough, dizziness",0
"chills, muscle pain",0
runny nose,1
cough,0
"fatigue, nausea, headache, dizziness",0
"fatigue, cough, shortness of breath, fever, nausea",2
"dizziness, chills",0
"headache, sore throat, chills, fatigue, stomach ache",0
"shortness of breath, chills",2
"shortness of breath, headache, nausea",0
"stomach ache, shortness of breath, sore throat, cough, nausea",0
"loss of appetite, shortness of breath, fever, stomach ache",2
"loss of appetite, nausea",2
cough,1
"chills, fever, sore throat",1
"cough, stomach ache, runny nose, muscle pain",2
"headache, fever",1
"dizziness, loss of appetite, muscle pain, chills",2
"chills, muscle pain",2
"chills, fever, loss of appetite",1
"loss of appetite, fever, nausea, chills, dizziness",0
"shortness of breath, sore throat, loss of appetite, muscle pain",0
runny nose,0
"fever, sore throat, runny nose, chills",1
"fatigue, shortness of breath, stomach ache, loss of appetite",2
"nausea, muscle pain, runny nose, dizziness",2
"fever, loss of appetite",0
nausea,1
"shortness of breath, stomach ache, loss of appetite, fever",2
"loss of appetite, shortness of breath",1
stomach ache,1
fever,1
dizziness,0
"nausea, fatigue, cough, sore throat, fever",1
"sore throat, fever, chills, runny nose",1
"dizziness, cough, sore throat",0
"nausea, headache, chills, cough, fatigue",1
runny nose,1
cough,1
"headache, stomach ache",0
"runny nose, sore throat, chills",0
"shortness of breath, fever, sore throat, nausea",2
fever,1
"stomach ache, dizziness, cough, shortness of breath",2
"nausea, chills, fever, stomach ache",2
"muscle pain, fever, runny nose",1
sore throat,2
"dizziness, cough",2
sore throat,0
"runny nose, fever, loss of appetite, muscle pain",2
"nausea, loss of appetite, fever, runny nose",2
dizziness,0
"runny nose, headache",1
"runny nose, muscle pain, shortness of breath, fever, sore throat",1
"stomach ache, fatigue",1
dizziness,0
"dizziness, chills, headache, fatigue, runny nose",1
"fever, cough, headache",1
"loss of appetite, dizziness, nausea, headache",1
"nausea, sore throat",2
"chills, fever, sore throat",1
"stomach ache, nausea",0
"fatigue, loss of appetite",0
headache,1
fatigue,2
"stomach ache, loss of appetite",1
"runny nose, shortness of breath, sore throat",0
"cough, fatigue, loss of appetite, chills, fever",1
"fatigue, dizziness, chills, nausea",0
"sore throat, fatigue, fever, loss of appetite",2
"fatigue, headache, stomach ache, nausea",1
fever,1
"runny nose, muscle pain, chills, fever",0
muscle pain,0
shortness of breath,0
"cough, dizziness, chills",2
"muscle pain, cough, shortness of breath, stomach ache, headache",2
"stomach ache, loss of appetite, shortness of breath, fever, runny nose",1
"cough, sore throat, fatigue, chills, fever",2
"fever, muscle pain",2
"chills, fatigue",0
"loss of appetite, sore throat",2
cough,2
"runny nose, shortness of breath",1
stomach ache,1
"shortness of breath, sore throat, cough, muscle pain, runny nose",0
"muscle pain, sore throat, stomach ache, shortness of breath",0
